Year,Region,Crop,Area_hectares,Yield_t_per_ha
2014,Ost_DE,Spring_Barley,61165,6.122
2014,Ost_DE,Wheat,906663,8.435
2014,Ost_DE,Winter_Barley,352387,7.807
2014,Sued_DE,Oats,33582,5.149
2014,Sued_DE,Oilseed_Rape,144509,4.552
2014,Sued_DE,Spring_Barley,135974,6.08
2014,Sued_DE,Wheat,733780,8.308
2014,Sued_DE,Winter_Barley,323253,7.412
2014,West_DE,Oats,17178,5.324
2014,West_DE,Oilseed_Rape,151819,4.382
2014,West_DE,Spring_Barley,51311,5.732
2014,West_DE,Wheat,522891,8.522
2014,West_DE,Winter_Barley,224663,7.429
2015,Nord_DE,Oats,15223,4.799
2015,Nord_DE,Oilseed_Rape,411443,4.066
2015,Nord_DE,Spring_Barley,62374,5.678
2015,Nord_DE,Wheat,917174,9.065
2015,Nord_DE,Winter_Barley,326980,8.752
2015,Ost_DE,Oats,26717,3.623
2015,Ost_DE,Oilseed_Rape,530722,3.756
2015,Ost_DE,Spring_Barley,60699,5.286
2015,Ost_DE,Wheat,905895,7.451
2015,Ost_DE,Winter_Barley,352719,7.37
2015,Sued_DE,Oats,31308,4.711
2015,Sued_DE,Oilseed_Rape,143578,3.996
2015,Sued_DE,Spring_Barley,134582,5.456
2015,Sued_DE,Wheat,730642,7.812
2015,Sued_DE,Winter_Barley,322646,6.854
2015,West_DE,Oats,15456,4.963
2015,West_DE,Oilseed_Rape,151769,3.936
2015,West_DE,Spring_Barley,52298,5.293
2015,West_DE,Wheat,419908,8.163
2015,West_DE,Winter_Barley,212639,7.92
2016,Nord_DE,Oats,13326,4.584
2016,Nord_DE,Oilseed_Rape,410871,3.013
2016,Nord_DE,Spring_Barley,65886,5.384
2016,Nord_DE,Wheat,916032,7.899
2016,Nord_DE,Winter_Barley,324268,6.859
2016,Ost_DE,Oats,26373,3.913
2016,Ost_DE,Oilseed_Rape,530722,3.605
2016,Ost_DE,Spring_Barley,60994,5.558
2016,Ost_DE,Wheat,905895,8.07
2016,Ost_DE,Winter_Barley,351591,7.347
2016,Sued_DE,Oats,31532,4.642
2016,Sued_DE,Oilseed_Rape,144915,3.929
2016,Sued_DE,Spring_Barley,135081,5.188
2016,Sued_DE,Wheat,738498,7.136
2016,Sued_DE,Winter_Barley,325791,6.958
2016,West_DE,Oats,9292,4.957
2016,West_DE,Oilseed_Rape,143461,3.705
2016,West_DE,Spring_Barley,46007,5.079
2016,West_DE,Wheat,507130,7.528
2016,West_DE,Winter_Barley,220370,7.125
